name;age;sex;marital-status;occupation;lat;lon
*;[15, 20[;Male;Never-married;Other-service;50.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Protective-serv;51.*****;3.*****
*;[35, 40[;Male;Married-civ-spouse;Prof-specialty;50.*****;5.*****
*;[55, 60[;Male;Divorced;Prof-specialty;50.*****;4.*****
*;[25, 30[;Male;Married-civ-spouse;Craft-repair;50.*****;3.*****
*;[45, 50[;Male;Married-civ-spouse;Sales;51.*****;5.*****
*;[45, 50[;Female;Never-married;Sales;51.*****;3.*****
*;[40, 45[;Male;Married-civ-spouse;Prof-specialty;50.*****;3.*****
*;[25, 30[;Male;Never-married;Other-service;50.*****;5.*****
*;[20, 25[;Male;Never-married;Adm-clerical;51.*****;4.*****
*;[35, 40[;Female;Married-civ-spouse;Exec-managerial;50.*****;5.*****
*;[55, 60[;Female;Divorced;Adm-clerical;51.*****;5.*****
*;[45, 50[;Male;Married-civ-spouse;Exec-managerial;50.*****;6.*****
*;[40, 45[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Handlers-cleaners;51.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Craft-repair;50.*****;4.*****
*;[40, 45[;Female;Married-civ-spouse;Adm-clerical;50.*****;4.*****
*;[60, 65[;Female;Divorced;Prof-specialty;50.*****;4.*****
*;[20, 25[;Female;Never-married;Adm-clerical;51.*****;4.*****
*;[50, 55[;Male;Married-civ-spouse;Prof-specialty;51.*****;4.*****
*;[25, 30[;Female;Never-married;Machine-op-inspct;50.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Exec-managerial;51.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Protective-serv;51.*****;5.*****
*;[20, 25[;Female;Never-married;Adm-clerical;51.*****;4.*****
*;[45, 50[;Female;Separated;Sales;50.*****;3.*****
*;[30, 35[;Male;Never-married;Prof-specialty;51.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Transport-moving;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Craft-repair;51.*****;5.*****
*;[20, 25[;Female;Never-married;Adm-clerical;50.*****;4.*****
*;[20, 25[;Female;Never-married;Adm-clerical;50.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Craft-repair;51.*****;2.*****
*;[25, 30[;Female;Married-civ-spouse;Other-service;50.*****;3.*****
*;[15, 20[;Female;Never-married;Sales;50.*****;5.*****
*;[40, 45[;Male;Married-civ-spouse;Adm-clerical;51.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Sales;51.*****;4.*****
*;[40, 45[;Male;Separated;Sales;50.*****;4.*****
*;[30, 35[;Male;Never-married;Exec-managerial;51.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Exec-managerial;51.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Adm-clerical;51.*****;3.*****
*;[25, 30[;Male;Married-civ-spouse;Farming-fishing;50.*****;4.*****
*;[30, 35[;Female;Never-married;Adm-clerical;50.*****;3.*****
*;[35, 40[;Female;Married-civ-spouse;Priv-house-serv;51.*****;3.*****
*;[50, 55[;Female;Married-civ-spouse;Adm-clerical;50.*****;5.*****
*;[60, 65[;Male;Married-civ-spouse;Transport-moving;51.*****;4.*****
*;[25, 30[;Female;Married-civ-spouse;Exec-managerial;51.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Other-service;51.*****;5.*****
*;[30, 35[;Male;Married-civ-spouse;Craft-repair;50.*****;5.*****
*;[20, 25[;Female;Never-married;Other-service;51.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Exec-managerial;50.*****;3.*****
*;[30, 35[;Male;Married-civ-spouse;Prof-specialty;49.*****;5.*****
*;[40, 45[;Male;Married-civ-spouse;Craft-repair;50.*****;5.*****
*;[20, 25[;Female;Never-married;Adm-clerical;50.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Tech-support;51.*****;4.*****
*;[55, 60[;Male;Married-civ-spouse;Farming-fishing;51.*****;4.*****
*;[50, 55[;Female;Married-spouse-absent;Exec-managerial;50.*****;3.*****
*;[20, 25[;Male;Never-married;Other-service;51.*****;2.*****
*;[20, 25[;Female;Never-married;Exec-managerial;50.*****;3.*****
*;[55, 60[;Male;Married-civ-spouse;Machine-op-inspct;50.*****;3.*****
*;[15, 20[;Male;Never-married;Other-service;50.*****;4.*****
*;*;*;*;Craft-repair;*;*
*;[30, 35[;Male;Married-civ-spouse;Craft-repair;50.*****;5.*****
*;[35, 40[;Female;Divorced;Adm-clerical;51.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Sales;50.*****;3.*****
*;[40, 45[;Male;Married-civ-spouse;Exec-managerial;51.*****;4.*****
*;[40, 45[;Female;Divorced;Machine-op-inspct;51.*****;3.*****
*;[20, 25[;Female;Married-civ-spouse;Other-service;51.*****;3.*****
*;[25, 30[;Female;Never-married;Other-service;51.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;50.*****;5.*****
*;[25, 30[;Male;Never-married;Exec-managerial;50.*****;4.*****
*;[25, 30[;Male;Never-married;Sales;51.*****;4.*****
*;*;*;*;Exec-managerial;*;*
*;[15, 20[;Female;Never-married;Sales;50.*****;3.*****
*;[65, 70[;Male;Married-civ-spouse;Farming-fishing;51.*****;4.*****
*;[15, 20[;Female;Never-married;Sales;51.*****;3.*****
*;[35, 40[;Male;Married-civ-spouse;Farming-fishing;50.*****;5.*****
*;[35, 40[;Male;Married-civ-spouse;Handlers-cleaners;50.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Prof-specialty;50.*****;5.*****
*;*;*;*;Transport-moving;*;*
*;[50, 55[;Male;Divorced;Craft-repair;50.*****;5.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;50.*****;3.*****
*;[35, 40[;Male;Married-civ-spouse;Sales;50.*****;5.*****
*;[40, 45[;Male;Married-civ-spouse;Exec-managerial;50.*****;3.*****
*;[50, 55[;Male;Widowed;Machine-op-inspct;51.*****;4.*****
*;[25, 30[;Male;Never-married;Other-service;51.*****;5.*****
*;[35, 40[;Male;Never-married;Other-service;50.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Craft-repair;51.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Transport-moving;50.*****;4.*****
*;[50, 55[;Male;Married-civ-spouse;Sales;50.*****;3.*****
*;[35, 40[;Female;Never-married;Prof-specialty;50.*****;3.*****
*;[20, 25[;Female;Never-married;Craft-repair;51.*****;3.*****
*;[25, 30[;Male;Never-married;Machine-op-inspct;50.*****;5.*****
*;[30, 35[;Male;Married-civ-spouse;Sales;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Prof-specialty;51.*****;2.*****
*;[30, 35[;Male;Never-married;Machine-op-inspct;50.*****;4.*****
*;[35, 40[;Male;Never-married;Transport-moving;50.*****;4.*****
*;*;*;*;Transport-moving;*;*
*;[45, 50[;Male;Married-civ-spouse;Sales;50.*****;4.*****
*;[20, 25[;Male;Married-civ-spouse;Craft-repair;50.*****;5.*****
*;[40, 45[;Female;Separated;Sales;51.*****;5.*****
*;[35, 40[;Male;Married-civ-spouse;Sales;51.*****;3.*****
*;[45, 50[;Male;Never-married;Craft-repair;50.*****;4.*****
*;[20, 25[;Female;Never-married;Sales;50.*****;4.*****
*;[20, 25[;Male;Never-married;Farming-fishing;51.*****;4.*****
*;[70, 75[;Male;Married-civ-spouse;Sales;50.*****;3.*****
*;[15, 20[;Female;Never-married;Other-service;50.*****;3.*****
*;[20, 25[;Female;Never-married;Other-service;50.*****;3.*****
*;[35, 40[;Male;Divorced;Machine-op-inspct;51.*****;5.*****
*;[40, 45[;Male;Married-civ-spouse;Tech-support;51.*****;3.*****
*;[45, 50[;Male;Divorced;Exec-managerial;50.*****;3.*****
*;[20, 25[;Male;Never-married;Handlers-cleaners;50.*****;3.*****
*;[30, 35[;Male;Never-married;Handlers-cleaners;50.*****;3.*****
*;[35, 40[;Female;Never-married;Prof-specialty;51.*****;5.*****
*;[35, 40[;Female;Married-civ-spouse;Other-service;50.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Craft-repair;51.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Protective-serv;50.*****;5.*****
*;[35, 40[;Female;Never-married;Exec-managerial;51.*****;3.*****
*;[20, 25[;Female;Never-married;Sales;51.*****;4.*****
*;[45, 50[;Female;Widowed;Prof-specialty;51.*****;3.*****
*;[20, 25[;Male;Never-married;Handlers-cleaners;51.*****;2.*****
*;[30, 35[;Female;Never-married;Exec-managerial;51.*****;3.*****
*;[35, 40[;Male;Married-civ-spouse;Tech-support;50.*****;4.*****
*;[55, 60[;Male;Married-civ-spouse;Craft-repair;50.*****;5.*****
*;[20, 25[;Male;Never-married;Sales;50.*****;4.*****
*;[30, 35[;Female;Never-married;Prof-specialty;50.*****;3.*****
*;[50, 55[;Male;Married-civ-spouse;Prof-specialty;50.*****;3.*****
*;[15, 20[;Male;Never-married;Sales;50.*****;3.*****
*;[40, 45[;Male;Never-married;Protective-serv;50.*****;4.*****
*;[30, 35[;Male;Never-married;Craft-repair;51.*****;4.*****
*;[55, 60[;Male;Never-married;Machine-op-inspct;51.*****;4.*****
*;[45, 50[;Female;Divorced;Prof-specialty;51.*****;3.*****
*;*;*;*;Farming-fishing;*;*
*;[30, 35[;Female;Separated;Adm-clerical;51.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Sales;50.*****;4.*****
*;[20, 25[;Female;Never-married;Machine-op-inspct;49.*****;5.*****
*;[55, 60[;Male;Married-civ-spouse;Exec-managerial;51.*****;3.*****
*;[25, 30[;Male;Never-married;Prof-specialty;50.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Protective-serv;50.*****;5.*****
*;[55, 60[;Male;Married-civ-spouse;Other-service;51.*****;3.*****
*;[25, 30[;Male;Never-married;Craft-repair;51.*****;3.*****
*;[15, 20[;Female;Never-married;Other-service;51.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Sales;50.*****;4.*****
*;[55, 60[;Female;Divorced;Sales;51.*****;5.*****
*;[65, 70[;Female;Divorced;Other-service;51.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Prof-specialty;51.*****;5.*****
*;[25, 30[;Male;Married-civ-spouse;Craft-repair;50.*****;4.*****
*;[25, 30[;Female;Never-married;Adm-clerical;50.*****;5.*****
*;[30, 35[;Male;Married-civ-spouse;Craft-repair;50.*****;4.*****
*;[40, 45[;Female;Divorced;Machine-op-inspct;50.*****;4.*****
*;[60, 65[;Male;Married-civ-spouse;Craft-repair;51.*****;4.*****
*;[45, 50[;Male;Never-married;Exec-managerial;50.*****;4.*****
*;[30, 35[;Male;Married-spouse-absent;Exec-managerial;50.*****;3.*****
*;[60, 65[;Male;Divorced;Craft-repair;51.*****;2.*****
*;[45, 50[;Male;Married-civ-spouse;Craft-repair;50.*****;4.*****
*;[45, 50[;Female;Divorced;Machine-op-inspct;51.*****;4.*****
*;[25, 30[;Female;Divorced;Exec-managerial;51.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Transport-moving;50.*****;4.*****
*;[30, 35[;Male;Never-married;Other-service;51.*****;2.*****
*;[40, 45[;Male;Married-civ-spouse;Sales;50.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Transport-moving;50.*****;4.*****
*;[60, 65[;Male;Married-civ-spouse;Adm-clerical;50.*****;4.*****
*;[55, 60[;Female;Divorced;Exec-managerial;50.*****;4.*****
*;[50, 55[;Male;Married-civ-spouse;Craft-repair;50.*****;5.*****
*;[20, 25[;Male;Divorced;Protective-serv;51.*****;3.*****
*;[15, 20[;Female;Never-married;Other-service;50.*****;4.*****
*;[25, 30[;Male;Married-civ-spouse;Transport-moving;50.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Other-service;50.*****;3.*****
*;[30, 35[;Female;Divorced;Sales;50.*****;5.*****
*;[35, 40[;Female;Never-married;Machine-op-inspct;51.*****;3.*****
*;[25, 30[;Male;Never-married;Adm-clerical;50.*****;3.*****
*;[20, 25[;Female;Never-married;Machine-op-inspct;50.*****;4.*****
*;[25, 30[;Female;Divorced;Prof-specialty;50.*****;3.*****
*;[25, 30[;Male;Married-civ-spouse;Machine-op-inspct;51.*****;3.*****
*;[25, 30[;Female;Never-married;Adm-clerical;50.*****;5.*****
*;[50, 55[;Male;Married-civ-spouse;Transport-moving;51.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Transport-moving;50.*****;5.*****
*;[20, 25[;Male;Never-married;Farming-fishing;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Prof-specialty;51.*****;4.*****
*;[25, 30[;Male;Never-married;Adm-clerical;51.*****;3.*****
*;[25, 30[;Male;Never-married;Craft-repair;51.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Exec-managerial;50.*****;4.*****
*;[60, 65[;Female;Divorced;Adm-clerical;50.*****;4.*****
*;[25, 30[;Male;Never-married;Handlers-cleaners;50.*****;4.*****
*;[25, 30[;Female;Married-spouse-absent;Adm-clerical;51.*****;4.*****
*;[25, 30[;Male;Never-married;Craft-repair;50.*****;3.*****
*;[50, 55[;Male;Married-civ-spouse;Sales;50.*****;4.*****
*;[20, 25[;Male;Never-married;Sales;50.*****;5.*****
*;[65, 70[;Male;Married-civ-spouse;Craft-repair;50.*****;4.*****
*;[15, 20[;Female;Never-married;Tech-support;51.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[45, 50[;Female;Divorced;Sales;50.*****;4.*****
*;[50, 55[;Female;Married-civ-spouse;Other-service;50.*****;5.*****
*;[30, 35[;Male;Married-civ-spouse;Other-service;51.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Craft-repair;51.*****;4.*****
*;[45, 50[;Female;Divorced;Tech-support;50.*****;5.*****
*;[60, 65[;Female;Married-civ-spouse;Prof-specialty;51.*****;4.*****
*;[55, 60[;Female;Widowed;Adm-clerical;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;50.*****;3.*****
*;[40, 45[;Male;Married-civ-spouse;Prof-specialty;51.*****;2.*****
*;[15, 20[;Male;Never-married;Handlers-cleaners;51.*****;3.*****
*;[25, 30[;Male;Married-civ-spouse;Sales;50.*****;3.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;50.*****;4.*****
*;[40, 45[;Male;Divorced;Prof-specialty;51.*****;4.*****
*;[15, 20[;Male;Never-married;Craft-repair;50.*****;3.*****
*;[45, 50[;Male;Married-civ-spouse;Prof-specialty;51.*****;4.*****
*;[25, 30[;Male;Married-civ-spouse;Machine-op-inspct;50.*****;4.*****
*;[20, 25[;Male;Never-married;Tech-support;51.*****;4.*****
*;[65, 70[;Female;Widowed;Sales;50.*****;3.*****
*;[40, 45[;Male;Married-civ-spouse;Exec-managerial;50.*****;4.*****
*;[25, 30[;Male;Married-civ-spouse;Prof-specialty;50.*****;5.*****
*;[50, 55[;Male;Married-civ-spouse;Farming-fishing;50.*****;5.*****
*;[25, 30[;Male;Married-civ-spouse;Transport-moving;51.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;50.*****;5.*****
*;[40, 45[;Male;Never-married;Farming-fishing;50.*****;4.*****
*;[35, 40[;Male;Never-married;Prof-specialty;50.*****;5.*****
*;[25, 30[;Female;Never-married;Sales;51.*****;4.*****
*;[60, 65[;Male;Married-civ-spouse;Machine-op-inspct;51.*****;4.*****
*;[25, 30[;Male;Never-married;Prof-specialty;49.*****;5.*****
*;[55, 60[;Female;Widowed;Adm-clerical;51.*****;3.*****
*;[40, 45[;Male;Divorced;Sales;50.*****;4.*****
*;[30, 35[;Male;Never-married;Prof-specialty;50.*****;6.*****
*;[35, 40[;Female;Separated;Adm-clerical;50.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Sales;50.*****;4.*****
*;[55, 60[;Female;Never-married;Adm-clerical;50.*****;5.*****
*;[55, 60[;Male;Married-civ-spouse;Sales;51.*****;5.*****
*;[30, 35[;Male;Divorced;Exec-managerial;51.*****;4.*****
*;[40, 45[;Female;Divorced;Adm-clerical;50.*****;4.*****
*;[20, 25[;Female;Never-married;Exec-managerial;51.*****;4.*****
*;[25, 30[;Male;Married-civ-spouse;Exec-managerial;50.*****;5.*****
*;[30, 35[;Male;Married-civ-spouse;Transport-moving;50.*****;5.*****
*;[40, 45[;Female;Never-married;Prof-specialty;50.*****;5.*****
*;[35, 40[;Male;Married-civ-spouse;Sales;50.*****;4.*****
*;[25, 30[;Male;Married-civ-spouse;Machine-op-inspct;50.*****;4.*****
*;[20, 25[;Male;Married-civ-spouse;Exec-managerial;51.*****;4.*****
*;[55, 60[;Male;Separated;Sales;50.*****;4.*****
*;[30, 35[;Female;Divorced;Adm-clerical;51.*****;4.*****
*;[60, 65[;Male;Married-civ-spouse;Sales;51.*****;3.*****
*;[20, 25[;Female;Never-married;Adm-clerical;50.*****;4.*****
*;[30, 35[;Male;Separated;Craft-repair;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Machine-op-inspct;50.*****;4.*****
*;[45, 50[;Female;Divorced;Adm-clerical;50.*****;5.*****
*;[50, 55[;Male;Never-married;Prof-specialty;50.*****;4.*****
*;[55, 60[;Male;Married-civ-spouse;Exec-managerial;49.*****;5.*****
*;[45, 50[;Male;Never-married;Exec-managerial;50.*****;3.*****
*;[70, 75[;Male;Married-civ-spouse;Farming-fishing;50.*****;4.*****
*;[30, 35[;Female;Never-married;Tech-support;50.*****;4.*****
*;[30, 35[;Female;Separated;Other-service;50.*****;4.*****
*;[50, 55[;Male;Married-civ-spouse;Sales;50.*****;4.*****
*;[50, 55[;Male;Divorced;Craft-repair;51.*****;3.*****
*;[40, 45[;Male;Married-civ-spouse;Prof-specialty;51.*****;5.*****
*;[35, 40[;Female;Divorced;Adm-clerical;51.*****;3.*****
*;[25, 30[;Male;Never-married;Craft-repair;51.*****;5.*****
*;[65, 70[;Male;Never-married;Prof-specialty;50.*****;3.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;51.*****;3.*****
*;[25, 30[;Male;Never-married;Farming-fishing;50.*****;4.*****
*;[15, 20[;Male;Never-married;Handlers-cleaners;50.*****;5.*****
*;[45, 50[;Male;Married-civ-spouse;Sales;50.*****;5.*****
*;[20, 25[;Female;Never-married;Sales;51.*****;3.*****
*;[30, 35[;Male;Married-civ-spouse;Craft-repair;51.*****;3.*****
*;[25, 30[;Female;Never-married;Exec-managerial;50.*****;4.*****
*;[30, 35[;Female;Never-married;Sales;50.*****;4.*****
*;[20, 25[;Female;Never-married;Adm-clerical;50.*****;5.*****
*;[45, 50[;Female;Divorced;Adm-clerical;49.*****;5.*****
*;[25, 30[;Female;Never-married;Exec-managerial;50.*****;3.*****
*;[35, 40[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[20, 25[;Female;Never-married;Adm-clerical;50.*****;5.*****
*;[20, 25[;Male;Never-married;Handlers-cleaners;51.*****;3.*****
*;[45, 50[;Male;Married-civ-spouse;Farming-fishing;50.*****;4.*****
*;*;*;*;Exec-managerial;*;*
*;[35, 40[;Male;Married-civ-spouse;Sales;51.*****;3.*****
*;*;*;*;Other-service;*;*
*;[35, 40[;Male;Divorced;Exec-managerial;51.*****;3.*****
*;[35, 40[;Female;Divorced;Adm-clerical;50.*****;5.*****
*;[55, 60[;Female;Married-civ-spouse;Exec-managerial;51.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Protective-serv;51.*****;5.*****
*;[55, 60[;Female;Divorced;Adm-clerical;50.*****;4.*****
*;[30, 35[;Male;Separated;Sales;50.*****;5.*****
*;[30, 35[;Female;Divorced;Adm-clerical;50.*****;3.*****
*;[25, 30[;Male;Never-married;Handlers-cleaners;51.*****;4.*****
*;[35, 40[;Female;Never-married;Other-service;51.*****;4.*****
*;[45, 50[;Female;Divorced;Craft-repair;50.*****;5.*****
*;[20, 25[;Male;Never-married;Adm-clerical;50.*****;5.*****
*;[30, 35[;Male;Married-civ-spouse;Craft-repair;51.*****;3.*****
*;[45, 50[;Male;Married-civ-spouse;Exec-managerial;51.*****;4.*****
*;[50, 55[;Male;Married-civ-spouse;Exec-managerial;50.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Exec-managerial;50.*****;4.*****
*;[35, 40[;Male;Divorced;Craft-repair;51.*****;4.*****
*;[35, 40[;Male;Never-married;Other-service;51.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[30, 35[;Female;Married-civ-spouse;Adm-clerical;51.*****;5.*****
*;[25, 30[;Female;Married-civ-spouse;Adm-clerical;50.*****;4.*****
*;[35, 40[;Female;Divorced;Adm-clerical;51.*****;4.*****
*;[50, 55[;Male;Married-civ-spouse;Sales;51.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Transport-moving;50.*****;3.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;50.*****;5.*****
*;[40, 45[;Male;Married-civ-spouse;Prof-specialty;51.*****;3.*****
*;[30, 35[;Male;Never-married;Other-service;51.*****;2.*****
*;[60, 65[;Female;Separated;Machine-op-inspct;50.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Exec-managerial;50.*****;4.*****
*;[65, 70[;Female;Widowed;Other-service;50.*****;4.*****
*;[15, 20[;Female;Never-married;Sales;50.*****;4.*****
*;[30, 35[;Female;Never-married;Priv-house-serv;50.*****;5.*****
*;[20, 25[;Female;Never-married;Other-service;51.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Exec-managerial;51.*****;5.*****
*;[15, 20[;Male;Never-married;Machine-op-inspct;50.*****;4.*****
*;[15, 20[;Male;Never-married;Machine-op-inspct;50.*****;4.*****
*;[55, 60[;Male;Married-civ-spouse;Exec-managerial;50.*****;3.*****
*;[35, 40[;Male;Married-civ-spouse;Tech-support;50.*****;3.*****
*;[30, 35[;Female;Never-married;Adm-clerical;50.*****;4.*****
*;[35, 40[;Male;Never-married;Transport-moving;50.*****;3.*****
*;[40, 45[;Male;Married-civ-spouse;Adm-clerical;51.*****;4.*****
*;*;*;*;Prof-specialty;*;*
*;[15, 20[;Male;Never-married;Handlers-cleaners;50.*****;4.*****
*;[40, 45[;Male;Never-married;Other-service;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Machine-op-inspct;51.*****;4.*****
*;*;*;*;Priv-house-serv;*;*
*;[25, 30[;Male;Married-civ-spouse;Sales;50.*****;5.*****
*;[35, 40[;Female;Never-married;Sales;51.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Craft-repair;51.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Other-service;50.*****;4.*****
*;[30, 35[;Male;Never-married;Sales;50.*****;3.*****
*;[40, 45[;Male;Married-civ-spouse;Transport-moving;51.*****;4.*****
*;[20, 25[;Male;Never-married;Prof-specialty;50.*****;4.*****
*;[25, 30[;Female;Never-married;Tech-support;50.*****;5.*****
*;[40, 45[;Female;Never-married;Sales;50.*****;4.*****
*;[20, 25[;Male;Never-married;Other-service;51.*****;3.*****
*;[30, 35[;Male;Never-married;Craft-repair;51.*****;4.*****
*;[45, 50[;Female;Never-married;Prof-specialty;50.*****;4.*****
*;[35, 40[;Female;Never-married;Adm-clerical;50.*****;3.*****
*;[50, 55[;Male;Married-civ-spouse;Other-service;50.*****;5.*****
*;[40, 45[;Male;Married-civ-spouse;Sales;51.*****;5.*****
*;[20, 25[;Female;Never-married;Adm-clerical;50.*****;3.*****
*;[40, 45[;Male;Married-civ-spouse;Sales;50.*****;4.*****
*;[30, 35[;Male;Divorced;Craft-repair;50.*****;5.*****
*;[35, 40[;Female;Widowed;Prof-specialty;50.*****;5.*****
*;[65, 70[;Male;Married-civ-spouse;Sales;50.*****;2.*****
*;[35, 40[;Male;Married-civ-spouse;Transport-moving;51.*****;5.*****
*;[45, 50[;Female;Divorced;Adm-clerical;50.*****;4.*****
*;[50, 55[;Female;Married-civ-spouse;Adm-clerical;51.*****;5.*****
*;[60, 65[;Male;Married-civ-spouse;Other-service;51.*****;4.*****
*;[60, 65[;Male;Divorced;Craft-repair;51.*****;3.*****
*;[45, 50[;Female;Married-civ-spouse;Machine-op-inspct;50.*****;3.*****
*;[35, 40[;Female;Married-civ-spouse;Other-service;51.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Exec-managerial;51.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Prof-specialty;51.*****;4.*****
*;[20, 25[;Female;Never-married;Other-service;51.*****;4.*****
*;[15, 20[;Male;Never-married;Craft-repair;50.*****;4.*****
*;[15, 20[;Female;Never-married;Sales;51.*****;3.*****
*;[20, 25[;Male;Never-married;Craft-repair;51.*****;3.*****
*;[65, 70[;Female;Widowed;Craft-repair;51.*****;3.*****
*;[35, 40[;Male;Never-married;Machine-op-inspct;50.*****;4.*****
*;[25, 30[;Male;Never-married;Transport-moving;50.*****;4.*****
*;[50, 55[;Female;Married-civ-spouse;Priv-house-serv;50.*****;3.*****
*;[30, 35[;Male;Never-married;Handlers-cleaners;51.*****;4.*****
*;[35, 40[;Male;Divorced;Craft-repair;50.*****;5.*****
*;[20, 25[;Female;Never-married;Tech-support;49.*****;5.*****
*;[45, 50[;Male;Married-civ-spouse;Prof-specialty;51.*****;3.*****
*;[30, 35[;Male;Never-married;Other-service;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;51.*****;3.*****
*;[25, 30[;Male;Never-married;Tech-support;51.*****;3.*****
*;[40, 45[;Male;Married-civ-spouse;Prof-specialty;51.*****;4.*****
*;[60, 65[;Female;Divorced;Other-service;51.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Exec-managerial;50.*****;3.*****
*;[35, 40[;Female;Never-married;Adm-clerical;51.*****;4.*****
*;[20, 25[;Male;Never-married;Transport-moving;50.*****;5.*****
*;[30, 35[;Male;Married-civ-spouse;Other-service;51.*****;4.*****
*;[25, 30[;Male;Married-civ-spouse;Machine-op-inspct;51.*****;3.*****
*;[25, 30[;Male;Never-married;Machine-op-inspct;50.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Craft-repair;50.*****;3.*****
*;[35, 40[;Male;Married-civ-spouse;Machine-op-inspct;50.*****;6.*****
*;*;*;*;Sales;*;*
*;[20, 25[;Female;Never-married;Adm-clerical;49.*****;5.*****
*;[45, 50[;Male;Divorced;Other-service;50.*****;4.*****
*;[30, 35[;Female;Married-civ-spouse;Adm-clerical;50.*****;5.*****
*;[35, 40[;Female;Never-married;Prof-specialty;51.*****;2.*****
*;[25, 30[;Female;Never-married;Prof-specialty;50.*****;3.*****
*;[45, 50[;Female;Divorced;Prof-specialty;51.*****;3.*****
*;[45, 50[;Male;Married-civ-spouse;Transport-moving;50.*****;3.*****
*;[50, 55[;Male;Married-civ-spouse;Craft-repair;50.*****;5.*****
*;[50, 55[;Female;Divorced;Adm-clerical;50.*****;3.*****
*;[30, 35[;Female;Never-married;Other-service;51.*****;3.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;50.*****;3.*****
*;[35, 40[;Female;Divorced;Craft-repair;50.*****;5.*****
*;[50, 55[;Male;Married-civ-spouse;Craft-repair;50.*****;4.*****
*;[60, 65[;Female;Widowed;Exec-managerial;50.*****;3.*****
*;[50, 55[;Female;Divorced;Machine-op-inspct;50.*****;4.*****
*;[20, 25[;Male;Never-married;Sales;51.*****;4.*****
*;[20, 25[;Female;Never-married;Handlers-cleaners;49.*****;5.*****
